crime_count_500m,violent_count_500m,PIN
76,7,7549801775
31,1,6821100565
111,8,1772600135
45,6,0555000294
42,1,5316100765
173,9,3448000685
280,15,5649600103
0,0,1300300740
0,0,0540100656
161,13,3274800125
127,5,4206900532
218,6,1930300705
142,14,1109000226
176,28,0323049116
338,24,1225039108
50,2,8024202480
64,4,7987400285
276,27,0952000246
0,0,3754500830
472,58,7917600095
65,1,4385701240
44,11,3348401443
138,13,6781200051
32,0,1877500025
106,1,1337800770
1,0,5624200757
67,4,9385200090
220,18,3300700839
85,3,2324039046
309,23,2660500457
0,0,0723049428
10,0,7211400035
83,2,2324049018
76,0,2263000065
164,14,7625704394
0,0,3744600703
0,0,1926059060
0,0,2174500755
248,13,5292200063
233,10,0065000042
106,2,3226049413
253,13,5292200060
432,16,5457801946
172,17,1232000715
93,3,2770601681
71,1,9185700255
51,0,2287600085
94,4,1623800410
2,0,1803900030
424,46,9834201452
230,22,2921700271
215,39,0570000277
242,10,3465800046
70,5,9385200070
130,19,3524049079
178,3,1959702260
37,0,1125049068
8,1,2538000190
108,7,5101401765
92,2,1862400094
79,3,5100401597
222,10,2770604210
75,3,9417400435
110,3,2770600450
0,0,4191850040
45,2,5316100795
137,10,3363400455
215,20,7548300431
169,11,0810000180
82,2,9144100235
84,5,3188100470
83,5,3188100470
144,3,9523100430
0,0,4191850320
533,19,2163900131
87,7,3362401710
10,0,7603100060
2,0,1180005465
56,0,4443800385
98,0,2409500260
91,1,0582000075
90,10,2883200465
210,33,7320900030
16,1,4060000275
47,1,6412100202
135,8,5309101430
232,13,6865200801
41,3,8923100185
0,0,4191850100
63,1,9165100130
73,5,7443000856
0,0,4191850090
151,6,1257200930
378,25,3929900090
139,4,2652501780
306,46,1282301530
306,46,1282301530
386,25,3929900087
30,1,3426049103
52,0,7645900020
245,9,5694001005
37,1,0139000193
36,2,2976800126
101,0,3856901260
296,25,9828701980
10,3,2895870280
324,33,1926049301
90,3,4240400205
122,6,4242900024
245,9,5694001006
25,1,8926600015
145,14,7883604725
100,3,1232001270
39,1,9357000715
143,14,6056100322
106,3,1862400384
107,3,1862400398
123,8,1014000070
91,1,8827900072
461,36,3303700158
109,11,6909200435
163,10,2770603455
235,20,7588700095
54,1,2771603720
52,1,0714000240
174,17,2979800409
88,1,9212900370
119,6,6384100029
116,5,7974200560
449,60,1607100052
471,58,1624049039
25,0,0923000120
188,22,3331000465
98,6,7905200326
231,12,4083800965
29,3,0123039536
30,1,1118001900
71,1,9185700228
0,0,7598100579
217,9,9485700181
44,2,0034001055
219,35,3086002730
223,9,9485700192
58,4,9274202050
143,10,2809600140
155,11,0625049277
446,20,5458300792
0,0,3361400365
95,2,7625701765
100,6,9376302072
100,6,9376302072
233,14,7899800788
188,9,1338800905
138,10,6414100231
87,5,7977200630
140,10,8128700105
104,6,0123039460
106,8,1105000395
633,81,3319501625
72,3,4154304016
0,0,4191850140
86,5,1773100436
197,2,7517500510
241,23,2921700356
108,7,3362401237
470,37,3624039137
40,2,2267000465
226,37,3083000985
186,7,1175000601
299,35,2122700113
0,0,1223039232
58,3,8805900025
348,24,1225039106
107,2,6933600410
72,6,5248800175
463,53,9197950140
130,4,0809002932
216,37,6450304140
80,1,9185700095
239,10,1972200262
21,0,6073500015
105,1,8815400705
105,1,8815400705
36,0,7370600005
88,1,2922701715
98,10,5364200215
0,0,3262301417
203,21,0272000525
230,29,1453602215
58,4,0152000030
106,2,7575700200
251,23,5019500132
227,17,3278602690
614,91,3319500571
312,24,7132300485
109,10,3438500293
189,19,7589700093
192,19,7589700093
432,60,6401700014
234,22,7950303295
317,42,9126100344
72,6,7973200605
110,1,1338300375
242,50,7129304185
36,1,6613001355
126,8,7625700851
33,1,6450301990
262,17,4083802126
75,3,1954700645
31,0,8631600005
96,2,0342000127
272,28,9267200062
0,0,3826000495
59,5,5318100700
183,32,6450304055
20,0,3956900575
183,10,0188000070
50,1,1981200164
86,1,9842300730
49,2,1909600085
78,5,2402100980
130,8,5347200043
57,8,0558100065
574,82,3319500582
243,19,7452500040
384,37,6781200054
91,2,3735900650
68,5,6813600651
1,0,0823049044
90,1,7519000555
138,12,6781200050
132,8,5347200047
90,4,1378500030
139,12,6781200058
109,4,5430300165
131,8,5347200044
239,21,0546000707
121,3,9550203335
87,2,1862400031
248,12,3465800034
78,1,0770000075
234,9,0065000040
56,7,3438500991
143,6,4083305225
229,9,0065000041
236,12,0510002542
581,82,3319500572
545,50,7228501877
11,1,2538000550
113,8,3959401535
59,3,9274201798
130,10,0357000020
12,3,2895870380
112,5,2856101226
0,0,1974000070
83,1,2922702480
58,2,2016300071
66,1,4443800470
0,0,1926059237
239,8,2218000315
353,11,1689401525
53,3,3438501582
128,4,2138700003
140,9,5157700027
203,12,3298700726
87,7,3945850100
58,3,9274201797
151,10,9358001917
127,7,2028700635
84,5,7883602350
23,1,5210200443
120,16,9294300400
32,6,9284800975
119,6,3363400412
49,3,9274201995
235,14,6865200856
321,21,2660500331
0,0,8718500250
23,1,7649900165
155,8,9550202800
232,24,1183000036
0,0,0704450270
199,6,2902201192
0,0,3361401735
12,3,2895870350
93,4,2771101886
103,4,2313900615
69,3,9214400006
0,0,4191850080
0,0,0293900012
31,3,5605000045
100,5,1105000310
137,7,4310702549
54,3,4370700040
54,3,4370700040
69,1,9842300365
18,0,0868001775
0,0,4191850060
115,7,2113700747
106,10,1826049201
36,0,3034200561
268,30,3126049527
173,9,2461900360
103,5,7171100320
452,44,3083000385
105,5,0461005465
136,6,4083305110
138,16,6411600045
0,0,1591600366
520,47,2254501496
59,5,2957900130
227,21,1498301207
85,1,9551201475
33,1,8820902055
12,1,2538000540
120,3,9178600035
68,2,8805900880
71,2,1231000015
0,0,3025300186
69,3,8024202116
338,16,1702900678
334,15,1702900678
113,7,3278613110
83,6,7883600636
83,9,1994200185
128,0,5015001445
1026,112,6003501381
46,3,8923600236
129,8,7972602975
114,8,7131300104
140,12,2336300040
269,22,5649600214
421,25,2862100435
448,41,6716700231
0,0,1324049034
359,55,2946200020
61,6,0323049137
68,3,9214400120
111,2,8827900515
215,10,0170000025
245,28,7548300731
84,3,3626039278
0,0,3826000120
67,3,9215400295
577,46,7387500140
448,41,6716700230
429,27,2767603672
33,2,0464001125
192,7,2767704090
60,5,7327904110
386,37,6781200053
0,0,2577300011
88,6,1773100455
0,0,0723049393
269,22,5649600215
157,11,2757700348
136,5,1862400438
233,22,0458000118
218,7,5693500221
241,22,0458000113
137,20,2114300260
40,0,5652601240
120,9,7972600755
0,0,7889601820
47,0,0434000105
0,0,4055701045
64,4,6738700180
14,1,7129300090
247,12,0477000013
130,8,7318900063
282,25,2919200835
13,5,0399000110
408,68,1005000121
246,12,0477000014
246,12,0477000015
150,6,0809001790
56,3,5606000180
65,7,7129303070
0,0,3510500170
84,6,2826049230
5,0,1159100010
0,0,7774200151
263,12,5649600101
134,6,5499200100
136,6,5499200100
247,12,0477000016
588,84,3319500579
257,14,9528100999
316,28,9352900414
157,9,3797000725
43,1,5652601122
99,2,9212900700
18,0,4378700020
377,34,1604600049
51,3,1818800042
240,44,5393600539
205,21,9345400640
3,1,0623049265
249,12,9521100271
0,0,1300300805
49,10,3352401501
105,1,6861700020
265,26,9297300900
97,2,2695600015
86,4,1370804085
125,12,6840700570
235,9,3232200100
254,9,5695000093
79,2,5101404035
29,6,3500100093
24,1,5317100085
909,126,6003000793
256,45,5393600543
46,3,3878900405
388,27,2767603512
278,46,3846100080
0,0,3259480050
255,45,5393600544
37,1,2392100215
229,7,0066000415
1,0,7568700100
372,24,3929900086
24,1,6132600210
191,16,2605200005
1,0,1742800050
119,0,5016001849
362,31,0164000281
362,31,0164000281
221,9,9485700194
23,7,6874201030
133,14,3278600850
86,0,5015000285
111,7,9376301210
61,1,3723800322
83,2,1337800790
28,1,6704300095
110,4,7518503290
39,2,6693500090
0,0,3840700003
313,30,2254502244
102,2,4083302800
237,23,7588700068
202,7,5249800489
299,14,5694501017
57,0,5652600292
149,6,0452000601
45,1,6384500573
24,0,3123800053
31,1,5249804895
290,18,7899800822
136,10,3278605930
99,2,1177000159
169,12,3812400366
228,23,3487800055
247,24,0993001424
200,21,3331000755
0,0,7708500040
132,6,3052701065
342,29,0952004540
44,1,8136700050
2,0,8151601110
252,54,2291401060
52,0,7101100082
59,3,9274201772
496,38,3043200169
5,1,1826049324
41,3,6381501160
69,1,6021503655
360,55,2946200130
57,3,9274201796
254,16,7625702895
44,1,4235400925
0,0,4191850110
128,7,0091000135
60,5,2124049304
115,2,9550201800
6,1,2641800070
852,67,9826701540
204,14,7548800038
233,36,7960100265
6,0,1223049003
0,0,7598100512
68,1,3223200080
20,0,1373800105
366,26,2254501870
127,5,9287801570
37,0,5418200315
37,1,0139000124
316,31,0952003805
128,12,3501100305
88,5,7443001435
103,4,7915100055
0,0,2210500014
5,0,7813200155
239,9,9301300265
79,1,2985800180
12,3,2895870450
52,3,4322500175
555,33,9831200220
371,16,0825049012
447,19,5458300777
49,1,2726049055
436,33,7234600907
113,2,3856901805
0,0,1973700060
118,4,4206900710
246,19,3126049073
52,2,6321000005
93,5,5318100835
115,3,3331500450
143,10,5157700023
200,12,4083306855
46,2,4077800518
88,4,9215400095
59,6,7312400250
343,15,1336300100
122,1,9406300010
47,4,5249803595
390,41,1934800098
0,0,3622900190
226,47,8066000174
139,7,2877100226
134,7,2028700315
0,0,1591600336
0,0,1446801035
49,1,7010700685
41,2,9819700055
47,1,4219400500
205,16,3448000808
231,28,7548300814
95,3,1623800180
70,3,2867100006
0,0,2541100030
230,12,8818400275
108,2,8819901175
58,2,9238901370
4,0,2789000170
131,6,2770601903
0,0,3323500020
68,4,4321200690
180,9,7625700014
0,0,7696300140
63,1,7972601870
194,23,9276202320
100,3,5100403829
165,6,2770605346
84,1,8150100160
213,25,1189000491
446,40,0952003445
38,1,5034300065
85,4,6338000090
87,3,1824800185
186,7,2767600856
26,2,8073000335
25,0,7936500038
87,3,1370803720
345,23,5101408489
137,6,4310702552
107,3,1279300150
940,94,6852700158
465,53,1934800131
99,3,5100403828
267,38,0263000155
0,0,9557400060
87,4,9523104465
203,5,2902201296
226,23,9376300836
98,4,3179100478
38,0,5418200310
24,2,1118000235
106,2,0748000080
340,22,1225039109
35,0,1370802130
233,24,0117000382
74,2,6788200530
106,7,6638900379
82,3,0328000178
214,23,6145601340
679,45,0007600008
273,33,0263000024
49,1,0913000530
196,10,1861100245
105,9,1250202579
166,13,6414100313
102,1,1869900245
49,0,3426049120
188,13,1732800880
0,0,0321100265
117,11,3278606030
56,11,1708400325
73,12,7857003949
19,2,2895870180
610,36,6058600130
0,0,2796700070
142,6,2769600875
76,3,5101404474
285,59,6300500778
90,5,0369000710
0,0,5145100040
289,59,6300500782
156,14,9839300080
156,11,9473200101
233,21,5016001095
350,12,1972201966
254,18,4365200835
26,4,2976800065
73,5,0123039227
563,55,5707500039
726,81,6003001638
86,4,5039300025
0,0,4000500030
0,0,4191850280
108,5,4447300050
108,5,4447300050
0,0,4055700225
2,1,4058200835
330,51,1282300713
0,0,4141000130
0,0,2574900070
0,0,1651800190
87,2,0582000435
132,13,7625704100
658,38,0831000020
36,2,2021200650
438,59,3879900395
0,0,4191850340
0,0,4191850050
0,0,6076500363
32,1,1118001575
138,12,3644100135
64,1,6021503615
235,7,1906600020
65,3,5101407680
55,2,3226049382
161,9,2770603463
55,2,3438501870
119,10,6372500015
90,1,2985800055
114,1,3856900630
420,16,2249500365
108,6,5101401738
13,1,4058802160
32,0,2526039061
78,9,3438500625
287,21,1297300180
126,7,1722800753
107,2,3145600265
172,6,6095200060
0,0,3361400695
63,1,2771600900
0,0,0179002735
43,7,0555000305
44,0,6821102180
0,0,2426049139
69,1,2867100225
349,39,6056110400
17,1,1025039040
53,2,8067000030
234,21,0546000475
0,0,3623500055
33,1,8926600200
177,6,5244800110
195,32,5700000640
505,38,3325049086
0,0,1926059240
115,9,1454100435
282,24,3879901289
17,0,0429000165
642,40,2163900025
0,0,3755100230
9,1,2538000590
180,11,0823000020
156,16,6798101045
145,3,0475000070
95,2,7409700605
269,24,5649600217
194,13,7625703029
147,5,9465200380
9,1,4058800170
118,6,2113700620
40,1,9417400030
251,11,2264500935
0,0,3211200410
156,2,0066000200
155,2,0066000200
165,2,0066000200
612,28,1797500585
147,5,8585400135
165,11,8813400145
78,3,6021501650
223,9,0065000049
0,0,3761100050
65,5,9345400175
0,0,3585210040
174,12,6762700775
567,50,3172600086
139,16,6056100403
567,50,3172600087
43,3,1566100236
0,0,4191850150
123,5,7905200167
281,26,9276200124
567,48,3172600083
113,7,5366200410
139,7,2284000025
100,3,6819100121
91,5,2267000166
112,7,3679400011
0,0,2174503960
34,0,6821100890
72,6,7973200615
47,4,7973200620
72,6,7973200610
39,1,6821100205
53,7,2841500130
589,75,3320000868
291,27,2919201110
96,5,7828700020
280,26,9276200122
589,75,3320000869
619,95,3320000216
59,2,1102001196
64,1,2872100315
582,74,3320000867
138,7,2284000010
92,5,1378500130
131,2,9178601020
133,2,9178601020
21,0,7936500012
42,10,3348401470
447,35,6126600940
177,18,3491300145
0,0,8677900320
52,2,9238900652
141,5,4361200120
40,1,6821101560
312,28,9352900412
22,1,2818600090
110,3,4083303355
0,0,1924059216
18,3,3348401690
42,2,4218400370
89,3,2878600295
38,0,2568800363
261,15,0477000004
801,67,0007600057
137,11,5366200090
0,0,2425049192
2,0,7568700060
45,1,6613000015
0,0,5427100050
294,15,0476000211
306,24,9828701874
115,2,0441000155
84,2,8067000091
0,0,1426049083
140,6,0952001670
15,1,1118000635
565,35,0525049175
562,34,0525049178
0,0,9208900037
26,1,0444000194
555,34,0525049048
263,15,2719100205
216,8,6762700321
0,0,2540860180
86,2,9551201680
27,0,1102001230
0,0,1591600288
0,0,5097900330
185,31,9818700645
567,37,1336300213
57,2,3013301420
557,34,0525049177
347,39,8822900072
0,0,4191850120
557,34,0525049176
370,27,0955000200
430,42,9834201451
6,1,4058801210
111,5,2770601728
74,2,7177800155
59,3,7547300220
225,27,6145602045
586,86,3319500581
105,3,3259400096
54,1,3918400144
142,14,6781200059
112,8,3574300156
0,0,3755000110
129,13,1109000100
0,0,5442300850
847,115,2197600046
106,3,1862400392
1035,115,6003501380
0,0,5425700030
0,0,0797000036
1044,115,6003501384
145,11,9297300475
24,0,9455200590
192,16,0820000046
132,6,7409700005
0,0,0293910030
291,42,6450300349
213,22,3333000355
24,1,9324800737
24,1,9324800737
84,4,2771101143
65,4,2770604916
124,6,0461003450
93,7,7883600925
0,0,3303900030
95,4,2624039122
95,4,2624039122
85,7,1250204074
9,0,7211400045
80,5,5318100485
0,0,3304700200
349,51,1005000016
353,53,1005000016
355,55,1005000016
365,55,1005000016
355,55,1005000016
89,1,2425039059
127,3,2464400425
187,21,0946000185
173,4,1175000160
128,4,8825900125
352,16,2767603252
53,3,0034001595
153,8,1732800187
116,4,4364200046
115,20,0558100225
257,23,9828201362
76,5,1370803510
119,4,2652501485
0,0,3622900100
139,9,9287801735
1,1,7952800050
321,53,1282300714
92,4,7465900285
45,3,8021700660
56,4,9274201930
40,0,7646900445
230,14,9352900800
0,0,3303900080
96,2,5366200455
268,10,1930300535
23,0,1370800815
68,6,3679401220
76,6,3679401220
76,6,3679401220
122,4,9828700860
34,0,5154700055
105,4,4315700470
126,11,9482700100
233,11,5101408889
0,0,2651100160
222,15,4083305649
50,5,1454100531
30,1,0923000085
148,6,1732800485
0,0,3391600010
0,0,3623500128
235,16,3278604910
110,17,2112701160
335,31,2926049041
75,7,2064600005
26,0,2391601440
260,11,3131201005
36,2,1826049275
71,2,3592500995
64,1,3179101065
1,0,5624200749
44,0,6821600085
145,5,4242900222
24,0,8926600060
131,2,4302700375
54,3,1021000140
142,10,6818100235
222,27,8728100761
329,29,0164000285
112,6,2624039030
106,3,1250203165
80,5,7443000455
120,5,9287802920
3,0,0623049222
361,58,3904100280
153,15,3274800585
31,3,2976800560
95,2,6140100175
22,0,2526039154
463,21,1336300635
50,2,5364200661
0,0,7784000235
218,7,2902200277
5,1,7694200400
448,36,7234601446
29,2,5422300030
218,7,2902200278
237,14,2902200272
238,14,2902200271
0,0,3261000260
0,0,5450300035
78,4,1773600085
104,11,6378500310
309,10,1930300390
176,16,2919701590
47,1,8082400130
136,13,1285300160
342,13,1972200822
0,0,6666900050
247,45,6300500820
284,15,2902200027
36,9,7989800154
181,9,7011200191
238,14,2902200273
84,3,8901001622
20,2,2756000080
218,7,2902200274
350,29,9828702820
82,5,1370804371
51,2,0914000091
36,0,2874600015
82,6,2115200165
134,14,7883608250
190,18,6140600060
44,1,4217401145
0,0,0766900200
227,28,9294300450
58,4,7129302255
105,4,5101405132
0,0,9365700310
49,1,2026049102
61,3,5249800010
550,37,6814600335
31,0,6821101095
252,42,5393600537
123,30,5241800020
24,0,1373800332
69,6,6411600229
120,12,7652400055
421,20,2862100487
75,3,9106000055
84,1,3186600330
254,32,3881900445
292,19,9352900417
80,0,9523100326
63,3,9285800200
0,0,6669200160
208,24,7996710130
80,1,7177300475
44,0,0431500125
246,38,0306000355
238,10,3019300096
122,3,4310702561
605,44,9528102095
138,13,5366200070
0,0,1824059178
326,29,7217400078
0,0,7980900022
244,10,5695000155
64,0,8132700121
0,0,7141600100
0,0,2425049191
422,15,1797501250
169,29,7970100040
102,3,6141100090
59,1,9554200110
97,3,5100403826
126,5,2769601250
206,19,8113100750
17,0,2595300200
407,40,9834201253
275,14,5694000170
118,5,7411200046
254,9,2767601838
106,1,3856903075
1,0,7568700185
272,11,2767601835
255,10,2767601837
380,39,9828200830
0,0,2540700166
272,27,5649600218
276,28,9297301190
180,4,1964700086
138,2,9523100461
8,1,2538000240
95,2,8835400290
173,30,7960100207
443,18,5458300774
55,2,9241900080
122,2,9550201740
122,2,9550201740
280,12,2767601836
36,1,3560800046
282,27,5541300085
39,0,3179102060
17,4,2895870220
94,4,2770602035
0,0,7773800065
35,3,3526039196
264,14,1498303745
68,5,3531900015
118,12,1105000564
228,10,9222400825
33,1,4073200445
36,1,4073200114
116,4,5101404856
56,1,9144100317
41,1,4217400780
64,6,9272201395
141,25,1601600255
0,0,3510500220
121,3,7575700175
274,27,5649600216
0,0,8677900405
562,56,2254501505
46,0,6392002799
376,19,5457800065
613,65,2254501333
94,1,9405800055
42,11,5476200116
247,16,9352900038
239,27,2921700333
96,7,8165500580
382,39,6781200057
96,2,8815400126
76,6,1454100705
133,14,1105000575
0,0,3755100100
61,3,5026900195
232,27,2921700334
145,14,6781200052
243,16,9352900037
4,1,7657000670
112,10,6381501506
102,1,9547204420
118,12,1105000552
340,35,1604601030
139,2,2207500125
232,27,2921700335
69,2,9238900865
1,0,0795001450
237,13,9521100830
31,2,2021200530
47,4,5250300100
182,16,0820000037
81,6,9412400193
74,0,2425039060
35,0,1370800595
64,1,6021501285
241,23,3300700902
0,0,6600060130
456,25,1890000030
0,0,3361401845
273,28,9267200043
85,4,4320200035
110,2,0748000035
128,1,1962200017
84,5,5039300138
0,0,5450300066
45,2,4077800475
123,12,3501100040
66,1,0923000318
148,32,7129303515
90,2,2147300050
205,8,9485700193
133,6,1972205641
309,39,3083000790
0,0,4191850310
2,1,4058200735
166,9,6430500055
78,5,0312000180
716,62,8817400219
103,8,7262200042
203,4,1959700107
307,18,2767603963
281,60,6145601495
23,0,3271300555
431,28,4365200630
123,2,1338300630
274,12,2218000366
73,1,7972600935
0,0,3259480090
5,1,0795000315
111,11,2997800095
639,38,2163900256
95,6,9523102920
22,1,0446000135
0,0,3307700405
202,4,1959700103
78,3,8156600106
105,1,7237600115
41,4,5101407985
115,4,2856100330
0,0,3649100678
107,5,9376300445
92,1,9471200060
0,0,4191850160
0,0,3649100677
232,13,0510002480
84,6,9523103020
38,10,3352402063
278,41,0519000210
17,0,7936500151
85,3,8068000495
94,3,2652502240
90,3,2652502240
90,3,2652502240
579,35,9221400555
150,12,1109000440
184,6,2767601315
68,2,4315700700
3,1,7812801050
0,0,3287800025
0,0,7962600035
0,0,3361400694
470,36,7452500480
92,4,6413100352
125,8,2284000060
150,3,9547202050
127,5,1705400460
394,24,7624700020
1153,117,3148600005
204,13,3298700715
0,0,3361400701
0,0,3361400700
67,9,7857001205
4,0,1180001965
470,37,7452500785
212,15,7548800039
0,0,4055700180
120,7,2284000005
417,58,9826701303
165,7,3052700438
84,5,2321300431
713,62,8817400222
20,0,7936500007
258,20,2660500240
243,29,7548300613
235,24,9358001577
96,4,5363200083
361,43,3879901295
11,1,7771300190
718,45,1250200275
0,0,0923049107
68,2,6911200130
99,1,1868903055
154,12,1109000300
53,4,0393000096
70,2,6021503820
155,12,5023910060
230,16,9352900895
127,8,3362900180
265,18,1702901090
65,1,8926100135
18,1,2818100200
220,27,2917200695
218,18,3333002017
62,6,3732800281
72,3,5101404472
59,3,9274201778
60,0,0225039153
224,10,3975400465
2,0,0798000326
218,10,3975400467
186,21,1472200010
70,2,5652600160
50,3,5606000335
61,3,9274201773
100,5,5312100045
208,3,6096000409
59,3,9274201777
295,25,1344300035
0,0,2426049058
62,2,1025049247
61,3,9274201770
0,0,3536900050
37,2,7100000075
220,10,3975400466
183,16,0820000022
129,5,1862400529
0,0,6447300265
138,4,2652502025
71,1,2484700155
50,2,7454000375
183,16,0820000026
0,0,6666800210
48,0,6392002550
720,64,8817400221
183,16,0820000024
67,1,1133000530
38,0,0219200010
111,5,5350200140
368,31,7942601305
0,0,1824059093
0,0,1824059093
46,4,8021700590
142,25,3336000900
128,6,3908100010
76,4,8024201215
83,8,5249801670
370,35,1604600045
4,1,7689600485
120,9,9132100025
84,7,3959401110
91,8,5522600185
23,4,4141680060
0,0,3649100185
194,6,0475000177
51,0,1980200010
105,6,2092700010
26,1,7936000542
26,1,7936000542
12,0,8069000165
161,9,2770603478
401,38,9834201222
199,4,1959700106
0,0,2526049037
705,60,8816400850
215,14,9324800046
56,1,4154305600
0,0,2469000080
0,0,8018600780
152,6,7974200801
50,3,9349900045
25,0,0269000406
101,1,2397100240
97,1,2397100240
305,29,7950304085
91,2,1250203290
366,60,3904100372
60,3,5249804077
172,10,5249800555
49,1,4219400420
0,0,5486800050
100,1,9822700250
79,3,7940100022
0,0,0251200100
26,2,2821100130
4,1,6883800085
0,0,1924059336
186,20,4240400105
104,6,3188100265
0,0,7889601740
0,0,3629200260
66,3,3693902380
36,1,3992700801
55,9,9275702440
27,0,3426049029
103,11,2112700360
42,5,8901000100
365,26,7228501018
90,9,0613000030
253,32,7659100030
115,8,8111100040
122,4,7576200050
72,2,6825100050
165,5,7625700064
271,42,9126101082
221,23,6837700200
129,9,2207500700
82,5,7547800040
0,0,9564800125
232,25,2776600044
95,3,6140100048
32,2,5135000050
692,40,1250200779
0,0,5452800270
109,4,2856101479
45,2,1330300425
150,3,4206901355
748,53,3646100985
19,2,9475600280
103,18,3524049098
0,0,3347401017
53,6,9272200600
92,4,1725800015
193,5,2902201295
245,13,4083802616
80,9,3034200914
81,14,0235000070
0,0,1574100500
129,1,1383800031
186,12,7625703028
87,3,0461004960
189,5,2902201290
134,0,3528900120
48,0,2488200131
370,35,1604600046
186,12,7625703027
179,9,3298700131
190,12,7625703025
203,13,2207500385
125,4,0455000796
72,2,1995200140
174,11,1861400075
116,15,8842400015
55,0,6681500080
62,1,6392001670
405,25,2767603525
127,3,1959700485
0,0,5302400450
417,53,3037200053
9,0,9207000050
118,9,3253500020
115,10,3253500020
75,2,2922702850
396,25,8823900480
55,2,1524039057
124,12,2624049211
154,15,6798100625
181,13,5637500160
249,27,4310701505
278,40,0263000153
24,0,3918400094
14,2,2895870420
3,2,2171400197
146,15,1285300035
51,6,2741100765
96,3,5100403825
406,46,7132300299
33,2,1563102310
228,10,7899800270
51,2,4077800522
145,6,1704900336
0,0,3819800120
1031,117,6003501432
135,6,4310702550
3,0,2414600286
208,11,7011201452
280,41,0263000157
0,0,1651900200
202,6,2902201191
126,11,6909200013
123,3,4310702562
241,25,2776600058
196,11,5649600016
146,4,1336800845
127,3,4310702566
441,27,2767603443
213,12,1732800300
205,11,1732800300
229,23,3501600175
137,3,4302200690
165,5,7625700420
74,3,1025049217
326,51,3812400684
60,1,8165500040
0,0,2787050080
105,5,0461001385
198,24,2926049342
136,7,7915100240
3,0,0795002150
119,7,1493300250
116,5,4364700645
65,3,0369000280
162,12,1025049131
0,0,3025300226
39,0,9304300200
39,0,9304300200
39,0,9304300200
296,27,9524100313
46,2,0914000095
213,2,1907100005
79,1,7177300485
133,4,5016002320
112,10,2112700590
212,24,3448000171
50,1,4217401185
33,0,1330300161
8,1,3024049142
0,0,7952800020
85,9,2114700986
155,9,9269200871
78,5,6056100136
225,16,7548800063
243,16,1498303820
27,0,1370802045
27,0,1370802045
27,0,1370802045
46,10,3352401991
243,26,2921700331
0,0,5426300050
239,26,2921700330
358,14,1972202111
181,6,2025049099
135,12,3278604350
61,2,2269000025
192,15,0001800084
467,34,9137101632
258,24,2776600084
0,0,3760500670
112,4,2887703215
130,8,8910500646
387,61,2946200090
28,1,5207200265
108,3,6933600405
233,21,0917000245
212,17,3881900210
0,0,1223039170
0,0,5426300035
0,0,3574750030
171,6,3298700111
35,2,5037300170
201,18,1438200020
150,1,0809000520
19,1,5035300530
0,0,2297400020
237,27,2921700337
179,16,9834200411
49,1,6365900125
50,2,1090000096
0,0,5315100431
69,1,5017000605
525,55,1604602195
176,16,0820000040
104,9,3253500120
116,4,5101404887
37,0,4077800344
1059,118,6003501382
99,3,4083303240
79,2,7015201055
66,1,9144100177
1,1,4058200160
815,107,2254501292
740,96,2254501294
88,6,6338000171
700,42,0007600158
16,0,5035300755
281,27,9266700190
718,95,2254501290
33,2,5210200191
111,12,7622200215
172,16,0820000027
248,23,3300700912
0,0,1328700090
230,15,3821700025
107,6,9212900695
0,0,1447600035
810,107,2254501293
118,5,8122100660
0,0,4191850300
84,3,2652500220
4,0,7813200050
198,4,1959700104
130,7,1250201610
144,12,0272000495
58,4,5700003680
46,9,3352400554
41,6,3352400554
35,1,9281200045
198,4,1959700105
6,1,4058801215
101,2,7519002550
48,2,5364200355
125,9,3362400706
177,11,1130000140
178,11,1130000140
1,0,9310300245
45,2,3438501877
240,37,5700001460
105,1,0925049283
111,3,9829201058
150,8,9402800006
71,0,9842300490
509,34,0952005843
241,14,3298700610
44,2,2021200565
54,1,7645900085
0,0,5452800610
111,1,1338300570
72,2,4443801780
279,13,2767602596
231,8,6762700482
65,3,5700500011
85,12,1773101510
94,5,5700003355
107,1,4232900090
67,1,1133000671
90,5,1378500150
37,2,4077800267
378,32,7228501011
116,2,2397101295
8,0,7211400415
73,2,0425049046
46,3,3226049483
162,22,2926049346
118,6,5430300055
48,1,7934000065
229,24,0458000121
227,13,0510000820
66,1,3723800304
238,27,2921700336
103,5,1232001825
111,1,9178600855
91,6,1105000057
157,6,9828701540
237,26,2921700327
3,0,6620400460
205,7,1819800110
35,1,4219401135
189,8,2218000220
234,9,1324300005
124,12,5347200174
53,5,2391602220
94,2,7424700051
100,1,9136101075
48,0,4250900085
7,0,3810000250
88,4,7972603830
52,2,3508100155
124,6,3188100008
240,26,2921700314
396,31,2254501810
88,1,7266200110
237,26,2921700326
61,5,9272201965
237,13,0510002506
70,2,8835400711
44,0,3123800315
163,7,3298700316
87,5,2267000100
502,46,7228501070
326,27,0124000195
0,0,3579800035
34,2,8559900045
111,8,5569200050
0,0,2798000040
0,0,3840700456
408,12,5457801862
835,106,6003001575
54,2,7129301390
124,10,3941900072
83,4,6413600258
309,7,4206900990
114,1,6778200015
121,6,6169900805
29,3,2976800360
335,10,3025049093
23,0,3271800935
0,0,2426049157
63,1,6021502945
340,11,1972201863
199,21,9834200555
183,14,6141100705
69,4,5042300040
68,4,5042300040
69,4,5042300040
91,1,8835400340
81,2,2815600101
